city,ST,state,county_name,lat,lng,population,density
Westlake Village,CA,California,Los Angeles,34.1369,-118.8221,8440,628
Sisquoc,CA,California,Santa Barbara,34.8622,-120.2942,238,41
Jackson,CA,California,Amador,38.3485,-120.7728,7394,509
Trowbridge,CA,California,Sutter,38.9263,-121.5148,241,13
Calistoga,CA,California,Napa,38.5818,-122.5824,5273,790
Ladera Ranch,CA,California,Orange,33.5491,-117.6416,28769,2260
Cleone,CA,California,Mendocino,39.4927,-123.7812,760,184
Ford City,CA,California,Kern,35.1647,-119.4584,4388,1103
University of California-Davis,CA,California,Yolo,38.5374,-121.7576,7221,1906
Oasis,CA,California,Riverside,33.5275,-116.1261,3240,63
Marina,CA,California,Monterey,36.6812,-121.7894,22145,961
San Clemente,CA,California,Orange,33.4498,-117.6103,65267,1372
Whittier,CA,California,Los Angeles,33.9678,-118.0188,86838,2288
Mono City,CA,California,Mono,38.0412,-119.1466,58,4
Laguna Beach,CA,California,Orange,33.5449,-117.7613,23147,1005
Kernville,CA,California,Kern,35.7531,-118.4321,1175,36
Silver City,CA,California,Tulare,36.4638,-118.6508,0,0
Ripon,CA,California,San Joaquin,37.7415,-121.1309,15677,1149
Mexican Colony,CA,California,Kern,35.4689,-119.2687,391,4750
Bella Vista,CA,California,Shasta,40.6502,-122.245,2771,48
Hydesville,CA,California,Humboldt,40.5579,-124.0822,1004,51
Niland,CA,California,Imperial,33.2387,-115.5146,690,663
Bodega Bay,CA,California,Sonoma,38.325,-123.0308,629,29
Calpine,CA,California,Sierra,39.6633,-120.4436,212,115
Hat Creek,CA,California,Shasta,40.8101,-121.4809,219,1
Boulevard,CA,California,San Diego,32.664,-116.2896,439,43
Carson,CA,California,Los Angeles,33.8374,-118.2559,92735,1912
Guadalupe,CA,California,Santa Barbara,34.9608,-120.5735,7370,2171
Elkhorn,CA,California,Monterey,36.8103,-121.7211,1052,84
Delleker,CA,California,Plumas,39.8101,-120.4968,669,93
Huntington Beach,CA,California,Orange,33.696,-118.0025,201874,2886
Williams,CA,California,Colusa,39.1487,-122.1373,5410,379
Solvang,CA,California,Santa Barbara,34.5936,-120.1401,16741,940
Sebastopol,CA,California,Sonoma,38.4,-122.8277,7666,1591
Elk Grove,CA,California,Sacramento,38.416,-121.384,171844,1580
Ripley,CA,California,Riverside,33.5238,-114.653,493,111
Corning,CA,California,Tehama,39.9282,-122.182,8473,825
Cherokee Strip,CA,California,Kern,35.4698,-119.2617,137,583
Crestline,CA,California,San Bernardino,34.2486,-117.289,9581,267
Blacklake,CA,California,San Luis Obispo,35.0497,-120.5387,1041,384
Irvine,CA,California,Orange,33.6772,-117.7738,277453,1633
San Marino,CA,California,Los Angeles,34.1224,-118.1132,13327,1366
Cherryland,CA,California,Alameda,37.6792,-122.1038,15999,5155
Baldwin Park,CA,California,Los Angeles,34.0829,-117.9721,76402,4448
Bertsch-Oceanview,CA,California,Del Norte,41.7524,-124.1594,2140,155
Fair Oaks,CA,California,Sacramento,38.6504,-121.2497,30704,1090
Arroyo Grande,CA,California,San Luis Obispo,35.1242,-120.5845,54620,1178
Sunnyside-Tahoe City,CA,California,Placer,39.1504,-120.1613,1267,144
Orland,CA,California,Glenn,39.7461,-122.1855,9747,994
Alhambra Valley,CA,California,Contra Costa,37.9665,-122.132,679,195
Hughson,CA,California,Stanislaus,37.602,-120.866,7498,1489
Santa Nella,CA,California,Merced,37.1014,-121.0153,1976,167
Mendota,CA,California,Fresno,36.7555,-120.3777,11642,1340
Zayante,CA,California,Santa Cruz,37.0889,-122.0414,1096,155
Bonny Doon,CA,California,Santa Cruz,37.0435,-122.1369,3086,71
Marysville,CA,California,Yuba,39.1518,-121.5836,12413,1383
Tracy,CA,California,San Joaquin,37.726,-121.444,95982,1584
Winters,CA,California,Yolo,38.532,-121.9781,7775,956
Rose Hills,CA,California,Los Angeles,34.009,-118.042,2817,2524
Tehachapi,CA,California,Kern,35.127,-118.475,14491,493
Mabie,CA,California,Plumas,39.7771,-120.5447,43,4
East Whittier,CA,California,Los Angeles,33.9244,-117.9887,10540,3731
Florence-Graham,CA,California,Los Angeles,33.9682,-118.2447,63821,7021
Los Alamitos,CA,California,Orange,33.7972,-118.0594,11603,1113
Mad River,CA,California,Trinity,40.4325,-123.4917,482,5
Madison,CA,California,Yolo,38.675,-121.9702,727,181
Salida,CA,California,Stanislaus,37.7145,-121.087,14424,1052
Ivanhoe,CA,California,Tulare,36.3886,-119.2202,3804,729
San Carlos,CA,California,San Mateo,37.4982,-122.268,30499,2135
Wasco,CA,California,Kern,35.5938,-119.3671,26935,1110
Magalia,CA,California,Butte,39.8228,-121.6078,12346,340
North Richmond,CA,California,Contra Costa,37.9642,-122.3711,3738,1038
Cassel,CA,California,Shasta,40.9213,-121.5515,350,66
Hesperia,CA,California,San Bernardino,34.3975,-117.3147,94859,503
Tupman,CA,California,Kern,35.2987,-119.3576,159,116
Prattville,CA,California,Plumas,40.206,-121.1575,16,10
Home Garden,CA,California,Kings,36.303,-119.637,1881,1634
Fairview,CA,California,Alameda,37.6761,-122.0481,10222,1434
Storrie,CA,California,Plumas,39.9239,-121.3188,0,0
Homewood Canyon,CA,California,Inyo,35.89,-117.3863,27,1
Almanor,CA,California,Plumas,40.2146,-121.1762,0,0
San Marcos,CA,California,San Diego,33.135,-117.1743,96198,1524
El Segundo,CA,California,Los Angeles,33.9169,-118.4021,16853,1191
Poso Park,CA,California,Tulare,35.8114,-118.6363,6,53
Keyes,CA,California,Stanislaus,37.5618,-120.9088,6237,855
Mineral,CA,California,Tehama,40.3755,-121.5694,310,2
La Palma,CA,California,Orange,33.8504,-118.0406,15722,3403
Meiners Oaks,CA,California,Ventura,34.4505,-119.2731,3182,872
Broadmoor,CA,California,San Mateo,37.6914,-122.4811,5112,4378
Darwin,CA,California,Inyo,36.2688,-117.5891,34,9
Little Valley,CA,California,Lassen,40.893,-121.1781,26,24
Weott,CA,California,Humboldt,40.3226,-123.9209,307,157
August,CA,California,San Joaquin,37.9796,-121.2625,7942,2455
Fowler,CA,California,Fresno,36.6246,-119.6739,6495,995
Yountville,CA,California,Napa,38.3963,-122.3671,2924,758
Willits,CA,California,Mendocino,39.4047,-123.3494,8031,668
Big Bear Lake,CA,California,San Bernardino,34.2429,-116.895,5262,325
Clayton,CA,California,Contra Costa,37.9403,-121.9301,12150,1221
Camarillo,CA,California,Ventura,34.223,-119.0322,74682,1331
Mayflower Village,CA,California,Los Angeles,34.1159,-118.0096,5828,3265
Piru,CA,California,Ventura,34.4075,-118.7999,1808,248
Buena Vista,CA,California,Amador,38.2974,-120.9179,436,103
Saratoga,CA,California,Santa Clara,37.2684,-122.0263,30905,934
Bodega,CA,California,Sonoma,38.3488,-122.9712,384,51
La Presa,CA,California,San Diego,32.711,-117.0027,36225,2544
Channel Islands Beach,CA,California,Ventura,34.1586,-119.2231,2659,2539
Del Aire,CA,California,Los Angeles,33.9168,-118.3693,10614,4049
Shaver Lake,CA,California,Fresno,37.0971,-119.3245,552,6
Stinson Beach,CA,California,Marin,37.9051,-122.6457,596,159
Oxnard,CA,California,Ventura,34.1962,-119.1819,389792,3008
Valley Springs,CA,California,Calaveras,38.1837,-120.815,3321,129
San Luis Obispo,CA,California,San Luis Obispo,35.267,-120.6689,62398,1397
Yucaipa,CA,California,San Bernardino,34.0336,-117.043,53683,732
Gilroy,CA,California,Santa Clara,37.0047,-121.5856,116235,1351
Temecula,CA,California,Riverside,33.4928,-117.1315,114327,1184
Kenwood,CA,California,Sonoma,38.4153,-122.5387,1144,85
La Mesa,CA,California,San Diego,32.7703,-117.0204,60021,2548
Escondido,CA,California,San Diego,33.1347,-117.0723,151969,1575
Hilmar-Irwin,CA,California,Merced,37.4045,-120.8504,5407,531
Verdi,CA,California,Sierra,39.5237,-120.0164,154,14
Penryn,CA,California,Placer,38.8478,-121.1699,939,197
Arnold,CA,California,Calaveras,38.2423,-120.3547,2798,73
Blackhawk,CA,California,Contra Costa,37.816,-121.9071,9912,660
Greeley Hill,CA,California,Mariposa,37.7569,-120.129,593,10
King City,CA,California,Monterey,36.2166,-121.133,15862,1392
Sierra Village,CA,California,Tuolumne,38.0768,-120.1624,598,91
North Gate,CA,California,Contra Costa,37.9062,-121.9981,630,369
Alta Sierra,CA,California,Nevada,39.1237,-121.0523,6960,322
Centerville,CA,California,Fresno,36.7361,-119.496,518,24
Wilsonia,CA,California,Tulare,36.7346,-118.9558,0,0
Woodland,CA,California,Yolo,38.6712,-121.75,60062,1513
Tiburon,CA,California,Marin,37.8854,-122.4637,9165,789
Manila,CA,California,Humboldt,40.8513,-124.1631,823,455
Santa Margarita,CA,California,San Luis Obispo,35.3894,-120.6084,1394,1040
Camp Nelson,CA,California,Tulare,36.142,-118.6107,0,0
Oceanside,CA,California,San Diego,33.2247,-117.3083,176193,1649
South San Jose Hills,CA,California,Los Angeles,34.0123,-117.9041,20423,5229
Weed,CA,California,Siskiyou,41.4128,-122.3816,2716,219
Mountain House,CA,California,San Joaquin,37.774,-121.5452,15010,1815
Big Bend,CA,California,Shasta,41.0108,-121.9239,107,7
Boyes Hot Springs,CA,California,Sonoma,38.3126,-122.4888,7332,2669
Lake Davis,CA,California,Plumas,39.8564,-120.463,44,3
Alturas,CA,California,Modoc,41.4898,-120.5516,2615,347
Monson,CA,California,Tulare,36.4927,-119.3358,324,250
Daly City,CA,California,San Mateo,37.6863,-122.4684,107074,5410
Sierra Brooks,CA,California,Sierra,39.6426,-120.2153,318,89
London,CA,California,Tulare,36.481,-119.444,1872,1148
Eureka,CA,California,Humboldt,40.7941,-124.1568,45010,1118
Aliso Viejo,CA,California,Orange,33.5792,-117.7289,51671,2883
Sunnyvale,CA,California,Santa Clara,37.3836,-122.0257,153656,2697
Soda Bay,CA,California,Lake,39.0024,-122.7794,1169,351
Cathedral City,CA,California,Riverside,33.8363,-116.4642,54596,937
East Richmond Heights,CA,California,Contra Costa,37.9451,-122.314,3658,2434
Hermosa Beach,CA,California,Los Angeles,33.8654,-118.3966,19708,5336
Lake Almanor Country Club,CA,California,Plumas,40.2578,-121.147,358,50
Brisbane,CA,California,San Mateo,37.6898,-122.4019,4721,588
Cerritos,CA,California,Los Angeles,33.8677,-118.0686,51020,2258
Corte Madera,CA,California,Marin,37.9238,-122.5129,9864,1203
Reliez Valley,CA,California,Contra Costa,37.9399,-122.1026,3769,616
Tobin,CA,California,Plumas,39.9361,-121.2959,0,0
Mountain View,CA,California,Santa Clara,37.4,-122.0796,81438,2622
Pleasure Point,CA,California,Santa Cruz,36.9618,-121.9715,6381,3291
Ross,CA,California,Marin,37.9638,-122.5615,2480,615
Ponderosa,CA,California,Tulare,36.105,-118.5293,0,0
Firebaugh,CA,California,Fresno,36.8534,-120.4537,8031,914
Selma,CA,California,Fresno,36.5744,-119.6156,44626,1854
Portola Valley,CA,California,San Mateo,37.3713,-122.2203,4611,195
Lodoga,CA,California,Colusa,39.3041,-122.5058,162,18
Sugarloaf Village,CA,California,Tulare,35.8269,-118.6355,7,40
Walnut Creek,CA,California,Contra Costa,37.9025,-122.0398,69773,1363
Ferndale,CA,California,Humboldt,40.5799,-124.2619,1373,516
Fortuna,CA,California,Humboldt,40.586,-124.1424,13375,921
Artesia,CA,California,Los Angeles,33.8676,-118.0806,16904,4027
Kennedy,CA,California,San Joaquin,37.929,-121.2457,3468,1104
Salinas,CA,California,Monterey,36.6884,-121.6317,193590,2597
Rancho Santa Fe,CA,California,San Diego,33.024,-117.1992,2428,139
Burnt Ranch,CA,California,Trinity,40.8111,-123.5082,352,10
Clay,CA,California,Sacramento,38.314,-121.1596,1211,69
Rio Vista,CA,California,Solano,38.1761,-121.7034,8686,524
Hayward,CA,California,Alameda,37.6328,-122.0772,160500,1360
Butte Creek Canyon,CA,California,Butte,39.7489,-121.6969,921,17
Jamestown,CA,California,Tuolumne,37.9574,-120.411,2618,336
San Miguel,CA,California,Contra Costa,37.8867,-122.0369,3137,1153
College City,CA,California,Colusa,39.0063,-122.0068,210,24
Colfax,CA,California,Placer,39.0938,-120.9532,3210,550
June Lake,CA,California,Mono,37.7677,-119.1022,383,18
Yankee Hill,CA,California,Butte,39.7007,-121.5147,365,23
Lucas Valley-Marinwood,CA,California,Marin,38.0405,-122.5765,7054,475
Douglas City,CA,California,Trinity,40.6636,-122.9261,533,8
Pioneer,CA,California,Amador,38.4355,-120.5848,1432,128
Eucalyptus Hills,CA,California,San Diego,32.885,-116.9453,5798,470
Boulder Creek,CA,California,Santa Cruz,37.1341,-122.1271,4359,224
McFarland,CA,California,Kern,35.6781,-119.2414,15234,2184
Mountain Center,CA,California,Riverside,33.7112,-116.7248,85,17
Tonyville,CA,California,Tulare,36.2474,-119.0903,684,5229
El Paso de Robles,CA,California,San Luis Obispo,35.6394,-120.656,69735,627
Palmdale,CA,California,Los Angeles,34.5944,-118.1057,157519,573
Nicasio,CA,California,Marin,38.0606,-122.7008,121,35
McClellan Park,CA,California,Sacramento,38.6631,-121.4015,1060,100
Industry,CA,California,Los Angeles,34.0175,-117.9268,204,6
Chilcoot-Vinton,CA,California,Plumas,39.8067,-120.1388,140,4
Garnet,CA,California,Riverside,33.9179,-116.4796,5831,285
Lake Riverside,CA,California,Riverside,33.5173,-116.8107,984,52
Lakeview,CA,California,Riverside,33.8285,-117.1233,2399,284
Duarte,CA,California,Los Angeles,34.1609,-117.9504,21757,1253
San Juan Capistrano,CA,California,Orange,33.5009,-117.6544,36064,964
Wofford Heights,CA,California,Kern,35.7127,-118.4731,1606,96
Arvin,CA,California,Kern,35.1944,-118.8306,21566,1704
Monterey Park,CA,California,Los Angeles,34.0497,-118.1326,61044,3071
Turlock,CA,California,Stanislaus,37.5053,-120.8587,107208,1678
Indio Hills,CA,California,Riverside,33.8411,-116.2484,973,17
Mecca,CA,California,Riverside,33.5767,-116.0645,7893,437
Downey,CA,California,Los Angeles,33.9379,-118.1312,113092,3519
Alameda,CA,California,Alameda,37.767,-122.2673,79177,2927
Three Rivers,CA,California,Tulare,36.4319,-118.8806,2243,19
Pine Mountain Club,CA,California,Kern,34.8446,-119.1669,1571,35
Pasatiempo,CA,California,Santa Cruz,37.0035,-122.0265,778,339
Salton City,CA,California,Imperial,33.2994,-115.9609,5487,98
Sleepy Hollow,CA,California,Marin,38.012,-122.5877,2239,289
Lake Mathews,CA,California,Riverside,33.825,-117.3683,6402,155
McGee Creek,CA,California,Mono,37.5727,-118.791,15,1
Rouse,CA,California,Stanislaus,37.6195,-121.0084,2044,3311
Hornitos,CA,California,Mariposa,37.5034,-120.242,0,0
Tipton,CA,California,Tulare,36.0585,-119.313,3152,1205
Stanford,CA,California,Santa Clara,37.4252,-122.1674,15277,2159
Beverly Hills,CA,California,Los Angeles,34.0786,-118.4021,34484,2332
Benton,CA,California,Mono,37.8189,-118.4845,293,3
Strawberry,CA,California,Marin,37.8925,-122.5078,5558,1614
Los Altos Hills,CA,California,Santa Clara,37.3672,-122.139,8580,370
Little River,CA,California,Mendocino,39.2703,-123.7817,82,18
Bucks Lake,CA,California,Plumas,39.8798,-121.1941,16,0
Chowchilla,CA,California,Madera,37.1095,-120.2349,11740,646
Bishop,CA,California,Inyo,37.3665,-118.3958,9630,778
University of California-Merced,CA,California,Merced,37.3666,-120.419,0,0
Hartley,CA,California,Solano,38.4203,-121.9521,2807,167
Valinda,CA,California,Los Angeles,34.04,-117.9301,25080,4807
Commerce,CA,California,Los Angeles,33.9963,-118.1519,12947,764
Vandenberg AFB,CA,California,Santa Barbara,34.7483,-120.5182,3450,60
Thermal,CA,California,Riverside,33.6262,-116.1309,2166,89
Topanga,CA,California,Los Angeles,34.0964,-118.6053,7705,155
Temelec,CA,California,Sonoma,38.2577,-122.4982,1641,399
Hasley Canyon,CA,California,Los Angeles,34.4817,-118.6665,1068,71
Paynes Creek,CA,California,Tehama,40.341,-121.9174,53,5
Malaga,CA,California,Fresno,36.6816,-119.7318,1287,1814
Hawthorne,CA,California,Los Angeles,33.9146,-118.3476,87854,5576
Cantua Creek,CA,California,Fresno,36.5001,-120.3164,386,39
Rancho Tehama Reserve,CA,California,Tehama,40.001,-122.4418,2259,74
Spring Valley,CA,California,San Diego,32.7317,-116.9766,30439,1601
Belden,CA,California,Plumas,40.004,-121.2541,0,0
Lakehead,CA,California,Shasta,40.9007,-122.3924,596,49
San Pasqual,CA,California,Los Angeles,34.1392,-118.1025,1966,2975
Santa Barbara,CA,California,Santa Barbara,34.4285,-119.7202,204034,1823
Highgrove,CA,California,Riverside,34.0106,-117.3098,4302,515
Nipinnawasee,CA,California,Madera,37.4031,-119.7293,417,52
Kensington,CA,California,Contra Costa,37.9084,-122.2805,5573,2273
Cazadero,CA,California,Sonoma,38.5265,-123.0978,285,15
Winton,CA,California,Merced,37.3854,-120.6173,11487,1458
Garey,CA,California,Santa Barbara,34.8869,-120.3141,137,41
Tahoma,CA,California,Placer,39.0633,-120.1438,675,100
Rancho Murieta,CA,California,Sacramento,38.5085,-121.0716,5424,176
Stallion Springs,CA,California,Kern,35.0935,-118.6477,3417,80
Mettler,CA,California,Kern,35.0635,-118.9729,114,189
Healdsburg,CA,California,Sonoma,38.6229,-122.8651,11840,1025
Farmington,CA,California,San Joaquin,37.9299,-121.0044,103,15
Mayfair,CA,California,Fresno,36.7694,-119.7612,4953,3688
Coronita,CA,California,Riverside,33.876,-117.611,2961,1910
Felton,CA,California,Santa Cruz,37.0392,-122.0804,3671,311
Hillsborough,CA,California,San Mateo,37.5573,-122.3587,11486,716
Point Reyes Station,CA,California,Marin,38.0847,-122.8093,443,47
Tranquillity,CA,California,Fresno,36.648,-120.2526,758,474
Nord,CA,California,Butte,39.7739,-121.9548,492,90
La Habra Heights,CA,California,Los Angeles,33.9603,-117.9509,5403,338
Madera Acres,CA,California,Madera,37.0123,-120.0799,9947,527
Crest,CA,California,San Diego,32.8,-116.8671,2767,163
Lakewood,CA,California,Los Angeles,33.8471,-118.1221,80967,3321
Paradise,CA,California,Butte,39.7558,-121.6063,35337,562
Rollingwood,CA,California,Contra Costa,37.9655,-122.3305,3477,7912
Bridgeport,CA,California,Mono,38.2561,-119.2123,629,11
Bangor,CA,California,Butte,39.3761,-121.4117,524,15
Oak Hills,CA,California,San Bernardino,34.3912,-117.4125,10541,167
Freeport,CA,California,Sacramento,38.4636,-121.5022,32,243
Samoa,CA,California,Humboldt,40.8146,-124.1893,207,95
Cottonwood,CA,California,Shasta,40.3904,-122.2861,3268,543
Trinity Center,CA,California,Trinity,40.9841,-122.7083,202,14
Lynwood,CA,California,Los Angeles,33.924,-118.2017,71099,5671
Paskenta,CA,California,Tehama,39.8834,-122.5457,83,29
Clear Creek,CA,California,Lassen,40.3023,-121.0531,305,103
Eastvale,CA,California,Riverside,33.9617,-117.5802,63211,1927
Greenville,CA,California,Plumas,40.1336,-120.9454,890,42
Dollar Point,CA,California,Placer,39.1905,-120.1089,963,227
Tulare,CA,California,Tulare,36.1996,-119.3401,63855,1210
Sunny Slopes,CA,California,Mono,37.5694,-118.6759,77,15
Norwalk,CA,California,Los Angeles,33.9069,-118.0829,106084,4218
Alpaugh,CA,California,Tulare,35.8876,-119.4873,1080,414
Point Arena,CA,California,Mendocino,38.9123,-123.6954,453,128
Coto de Caza,CA,California,Orange,33.5961,-117.5862,14799,740
Carpinteria,CA,California,Santa Barbara,34.3962,-119.5117,13622,2032
Berkeley,CA,California,Alameda,37.8723,-122.276,122324,4509
Heber,CA,California,Imperial,32.7318,-115.5204,4273,1112
Airport,CA,California,Stanislaus,37.6324,-120.9774,1547,1040
Taft,CA,California,Kern,35.1267,-119.4243,15143,238
Bystrom,CA,California,Stanislaus,37.6199,-120.9827,4136,2263
Discovery Bay,CA,California,Contra Costa,37.9071,-121.6076,15525,1587
Canby,CA,California,Modoc,41.4477,-120.8843,546,92
Huntington Park,CA,California,Los Angeles,33.98,-118.2167,58822,7538
Goleta,CA,California,Santa Barbara,34.436,-119.8595,31116,1530
Gerber,CA,California,Tehama,40.0614,-122.1482,1280,533
Fruitridge Pocket,CA,California,Sacramento,38.5326,-121.4558,6074,3935
Moss Beach,CA,California,San Mateo,37.5185,-122.5036,3915,673
Good Hope,CA,California,Riverside,33.7706,-117.2772,9369,322
Reedley,CA,California,Fresno,36.5983,-119.4473,48970,1789
Chula Vista,CA,California,San Diego,32.6281,-117.0145,270471,2104
Linden,CA,California,San Joaquin,38.0186,-121.0994,2102,109
Scotia,CA,California,Humboldt,40.4774,-124.1032,734,379
Ramona,CA,California,San Diego,33.0474,-116.8767,21871,219
Camp Pendleton South,CA,California,San Diego,33.2284,-117.3791,12770,1259
Benbow,CA,California,Humboldt,40.0603,-123.7653,152,12
East Oakdale,CA,California,Stanislaus,37.7854,-120.8007,3146,226
Riverbank,CA,California,Stanislaus,37.7268,-120.9402,24740,2358
Flournoy,CA,California,Tehama,39.9284,-122.4461,165,10
Long Beach,CA,California,Los Angeles,33.798,-118.1675,469450,3575
Petaluma,CA,California,Sonoma,38.2423,-122.6267,67316,1634
Bodfish,CA,California,Kern,35.5765,-118.4764,1593,74
Santa Susana,CA,California,Ventura,34.258,-118.6662,1042,361
Novato,CA,California,Marin,38.092,-122.5576,55980,787
Nevada City,CA,California,Nevada,39.2607,-121.0231,3136,553
Weedpatch,CA,California,Kern,35.2369,-118.9123,2052,222
Marin City,CA,California,Marin,37.8711,-122.5137,3016,2169
Ione,CA,California,Amador,38.3613,-120.9422,7730,659
Mountain Gate,CA,California,Shasta,40.7184,-122.3262,971,189
Mount Hermon,CA,California,Santa Cruz,37.0511,-122.0533,958,569
Grayson,CA,California,Stanislaus,37.565,-121.1794,1083,1875
Del Rey Oaks,CA,California,Monterey,36.5929,-121.8381,1687,1352
Casmalia,CA,California,Santa Barbara,34.8376,-120.5311,147,301
Ridgecrest,CA,California,Kern,35.6308,-117.6621,32579,534
Vine Hill,CA,California,Contra Costa,38.0071,-122.0873,4108,1054
Raisin City,CA,California,Fresno,36.6033,-119.9092,313,159
Green Valley,CA,California,Solano,38.2606,-122.1621,1314,60
Sutter,CA,California,Sutter,39.1557,-121.7492,2948,374
Perris,CA,California,Riverside,33.7899,-117.2233,77879,952
Avalon,CA,California,Los Angeles,33.3342,-118.3315,3687,504
Kettleman City,CA,California,Kings,36.0089,-119.9628,1574,2880
Ceres,CA,California,Stanislaus,37.5953,-120.9625,48697,2009
Shandon,CA,California,San Luis Obispo,35.6536,-120.3832,1219,159
Sierraville,CA,California,Sierra,39.575,-120.3637,80,6
Desert Hot Springs,CA,California,Riverside,33.9551,-116.543,43730,367
West Whittier-Los Nietos,CA,California,Los Angeles,33.9759,-118.0689,27002,4138
Auburn,CA,California,Placer,38.895,-121.0777,34818,752
Weaverville,CA,California,Trinity,40.7488,-122.9274,3303,122
Desert Shores,CA,California,Imperial,33.4041,-116.0394,982,542
Calpella,CA,California,Mendocino,39.2322,-123.197,343,52
Lookout,CA,California,Modoc,41.21,-121.1545,63,4
Twentynine Palms,CA,California,San Bernardino,34.1478,-116.0659,13664,174
Watsonville,CA,California,Santa Cruz,36.9206,-121.7706,77700,3123
Kentfield,CA,California,Marin,37.9481,-122.5498,6927,884
Colma,CA,California,San Mateo,37.6767,-122.4526,1514,307
Edna,CA,California,San Luis Obispo,35.2108,-120.606,195,61
Idlewild,CA,California,Tulare,35.8096,-118.6704,0,0
Lake Don Pedro,CA,California,Mariposa,37.6461,-120.3368,1135,34
South Pasadena,CA,California,Los Angeles,34.1103,-118.1573,25888,2934
Poplar-Cotton Center,CA,California,Tulare,36.0564,-119.1493,2660,800
Wrightwood,CA,California,San Bernardino,34.3495,-117.6299,4286,279
San Gabriel,CA,California,Los Angeles,34.0948,-118.099,40514,3774
Woodbridge,CA,California,San Joaquin,38.1692,-121.3113,3993,511
Soledad,CA,California,Monterey,36.4434,-121.3431,26483,2306
Old Station,CA,California,Shasta,40.6722,-121.4228,34,5
Three Rocks,CA,California,Fresno,36.5051,-120.3936,193,99
El Portal,CA,California,Mariposa,37.6736,-119.799,378,142
West Point,CA,California,Calaveras,38.4043,-120.5374,590,61
Camanche North Shore,CA,California,Amador,38.2442,-120.9538,928,153
Glendora,CA,California,Los Angeles,34.1449,-117.8467,52445,1037
Terminous,CA,California,San Joaquin,38.1154,-121.4896,494,195
Hood,CA,California,Sacramento,38.3693,-121.5155,309,378
Atwater,CA,California,Merced,37.3543,-120.5981,29397,1863
Sierra Madre,CA,California,Los Angeles,34.1687,-118.0504,11038,1443
Crescent Mills,CA,California,Plumas,40.1008,-120.9217,266,24
Antioch,CA,California,Contra Costa,37.9789,-121.7957,302885,1469
Warner Valley,CA,California,Plumas,40.3955,-121.3174,0,0
Minkler,CA,California,Fresno,36.7277,-119.4587,1207,79
Fiddletown,CA,California,Amador,38.5091,-120.7605,393,32
Bell Gardens,CA,California,Los Angeles,33.9663,-118.155,42747,6713
Pine Grove,CA,California,Amador,38.4074,-120.6606,2137,118
Windsor,CA,California,Sonoma,38.5418,-122.8086,27548,1463
West Puente Valley,CA,California,Los Angeles,34.0512,-117.9681,23487,4851
Santa Monica,CA,California,Los Angeles,34.0232,-118.4813,92306,4235
Lone Pine,CA,California,Inyo,36.5774,-118.0777,1767,35
Tuttletown,CA,California,Tuolumne,38.0003,-120.4503,1044,54
Coarsegold,CA,California,Madera,37.2526,-119.7,1180,41
Parkwood,CA,California,Madera,36.9293,-120.0482,2334,1291
Lucerne,CA,California,Lake,39.0697,-122.776,3144,243
Kingvale,CA,California,Nevada,39.3204,-120.4386,146,58
Sultana,CA,California,Tulare,36.5464,-119.336,1188,1033
Lawndale,CA,California,Los Angeles,33.8884,-118.3531,33078,6469
French Valley,CA,California,Riverside,33.5998,-117.1069,31353,1113
Piedmont,CA,California,Alameda,37.8226,-122.2301,11378,2584
La Cañada Flintridge,CA,California,Los Angeles,34.2097,-118.2002,20413,913
Elk Creek,CA,California,Glenn,39.6002,-122.5376,251,66
Las Lomas,CA,California,Monterey,36.8689,-121.7317,3762,1400
Goodyears Bar,CA,California,Sierra,39.5458,-120.8881,33,6
Murphys,CA,California,Calaveras,38.1447,-120.4348,2070,77
South Lake Tahoe,CA,California,El Dorado,38.9393,-119.9828,29890,835
Leggett,CA,California,Mendocino,39.8634,-123.7253,102,14
El Rancho,CA,California,Tulare,36.2207,-119.069,103,552
Arcata,CA,California,Humboldt,40.8615,-124.0757,33806,741
Laytonville,CA,California,Mendocino,39.6715,-123.4945,1254,90
Crowley Lake,CA,California,Mono,37.5692,-118.7465,875,120
Silver Lakes,CA,California,San Bernardino,34.7519,-117.3431,6437,480
North Tustin,CA,California,Orange,33.7644,-117.7945,25364,1481
Galt,CA,California,Sacramento,38.2693,-121.3,27571,1485
Stevinson,CA,California,Merced,37.3247,-120.8497,351,119
Fort Washington,CA,California,Fresno,36.8793,-119.7613,756,2353
East Hemet,CA,California,Riverside,33.7301,-116.941,19951,1481
Cherokee,CA,California,Butte,39.6514,-121.5345,78,17
Placentia,CA,California,Orange,33.8807,-117.8553,52157,3044
Santa Maria,CA,California,Santa Barbara,34.9333,-120.4432,140219,1813
Clovis,CA,California,Fresno,36.8277,-119.6838,109691,1720
Seeley,CA,California,Imperial,32.7899,-115.6842,1573,458
Patterson,CA,California,Stanislaus,37.4738,-121.1438,22523,1451
Bay Point,CA,California,Contra Costa,38.0328,-121.9616,23708,1419
Cold Springs,CA,California,El Dorado,38.7468,-120.8761,637,325
Littlerock,CA,California,Los Angeles,34.5232,-117.9808,1998,418
Beale AFB,CA,California,Yuba,39.1095,-121.3542,992,37
San Bruno,CA,California,San Mateo,37.6254,-122.4313,43299,3053
Portola,CA,California,Plumas,39.8242,-120.4732,2313,137
Friant,CA,California,Fresno,36.9848,-119.713,552,170
South San Gabriel,CA,California,Los Angeles,34.0489,-118.0962,8964,4154
